Bank,Product,Province,SalesAmount,ClientAge,ClientIncome,SaleDate
Scotiabank,Investment Product,Quebec,98087,48,39856,2022-05-05
RBC,Credit Product,New Brunswick,38447,55,33025,2021-10-25
TD,Credit Product,British Columbia,35890,49,51001,2024-02-19
Scotiabank,Deposit Account,Alberta,697,43,85361,2024-05-26
RBC,Deposit Account,Manitoba,2020,50,102161,2022-11-21
TD,Deposit Account,Quebec,616,25,46331,2021-10-19
RBC,Credit Product,Quebec,39963,58,33390,2020-03-20
TD,Credit Product,British Columbia,41633,46,31465,2021-05-08
Scotiabank,Investment Product,Alberta,51276,30,31047,2024-02-06
RBC,Deposit Account,Manitoba,1094,37,143723,2023-04-28
RBC,Credit Product,Alberta,35755,59,72858,2025-09-24
TD,Investment Product,Saskatchewan,90006,63,101449,2024-02-09
Scotiabank,Investment Product,British Columbia,26990,31,99872,2020-08-19
TD,Credit Product,Manitoba,23335,30,77036,2024-08-29
TD,Investment Product,Nunavut,91377,36,63576,2025-09-08
TD,Credit Product,New Brunswick,48568,29,43131,2024-01-29
RBC,Deposit Account,Saskatchewan,1793,65,82440,2022-01-17
Scotiabank,Credit Product,Nova Scotia,14632,47,57957,2022-07-06
Scotiabank,Credit Product,Yukon,48375,47,33620,2021-11-21
RBC,Deposit Account,Northwest Territories,1647,59,127986,2022-09-26
TD,Deposit Account,Nunavut,1524,64,74685,2024-02-16
TD,Deposit Account,Yukon,919,42,57193,2025-06-11
Scotiabank,Credit Product,British Columbia,15500,61,66843,2023-08-21
RBC,Credit Product,Ontario,26819,55,115935,2021-01-17
TD,Deposit Account,New Brunswick,1725,39,77354,2021-02-05
Scotiabank,Investment Product,New Brunswick,91631,56,96699,2020-12-18
RBC,Credit Product,Nunavut,48843,47,118761,2025-07-28
Scotiabank,Investment Product,Nova Scotia,28705,59,76155,2025-10-03
Scotiabank,Investment Product,Newfoundland and Labrador,66282,51,108913,2022-12-17
Scotiabank,Credit Product,Northwest Territories,17263,47,90508,2020-04-06
Scotiabank,Credit Product,British Columbia,17761,51,118662,2020-11-14
TD,Credit Product,Manitoba,11845,53,144723,2020-06-26
Scotiabank,Deposit Account,Northwest Territories,1314,25,107515,2021-06-14
RBC,Credit Product,Manitoba,18590,38,42044,2024-10-30
TD,Deposit Account,Ontario,2046,42,33238,2020-07-28
TD,Investment Product,British Columbia,80448,49,44890,2020-09-06
RBC,Investment Product,Saskatchewan,60144,58,76906,2021-01-14
RBC,Investment Product,Newfoundland and Labrador,34759,47,104441,2021-12-12
Scotiabank,Deposit Account,Nova Scotia,1394,39,103495,2020-09-28
RBC,Deposit Account,Yukon,1547,53,77410,2023-11-04
Scotiabank,Credit Product,Yukon,41332,58,85969,2022-08-20
RBC,Investment Product,Prince Edward Island,83186,49,119242,2025-01-14
Scotiabank,Credit Product,British Columbia,19213,30,59688,2021-02-09
RBC,Deposit Account,Nunavut,2240,25,139319,2023-10-06
TD,Credit Product,Prince Edward Island,25395,42,65119,2021-12-12
Scotiabank,Investment Product,Ontario,51664,30,90754,2024-10-28
Scotiabank,Credit Product,Ontario,15629,60,39190,2025-11-11
RBC,Investment Product,Alberta,66455,25,55566,2024-11-20
TD,Credit Product,Northwest Territories,27628,47,140023,2022-10-07
TD,Investment Product,Nova Scotia,95677,65,91379,2023-10-03
Scotiabank,Deposit Account,Northwest Territories,692,28,52465,2021-10-11
TD,Investment Product,Yukon,56714,57,78812,2021-03-19
Scotiabank,Credit Product,Nova Scotia,15122,34,121030,2024-04-22
Scotiabank,Deposit Account,Alberta,600,43,40223,2020-11-27
TD,Credit Product,Northwest Territories,26211,43,85773,2023-11-02
RBC,Deposit Account,Northwest Territories,1910,51,104029,2021-12-21
TD,Deposit Account,Yukon,997,51,143550,2025-07-03
RBC,Investment Product,New Brunswick,22274,53,113428,2025-05-07
RBC,Investment Product,New Brunswick,22547,35,134887,2022-12-23
Scotiabank,Credit Product,Quebec,46946,27,101292,2020-04-11
Scotiabank,Investment Product,Ontario,93555,29,82176,2020-04-21
Scotiabank,Credit Product,Northwest Territories,41040,27,128446,2025-03-14
TD,Investment Product,Nunavut,69841,33,92377,2024-06-26
RBC,Investment Product,Ontario,26434,37,88877,2022-11-12
TD,Investment Product,Northwest Territories,45479,62,35967,2022-01-21
RBC,Deposit Account,Northwest Territories,1574,36,122942,2022-08-12
RBC,Investment Product,Yukon,83665,36,145271,2020-08-02
Scotiabank,Investment Product,Northwest Territories,21001,34,40067,2024-11-15
TD,Credit Product,Northwest Territories,21656,34,101517,2023-05-05
RBC,Credit Product,Ontario,10127,42,40610,2025-01-23
TD,Investment Product,Saskatchewan,61952,36,56100,2020-10-29
Scotiabank,Credit Product,Nunavut,35273,29,137181,2025-12-17
Scotiabank,Investment Product,Northwest Territories,91054,32,139313,2023-04-16
Scotiabank,Investment Product,Saskatchewan,64743,57,30641,2021-05-19
RBC,Credit Product,British Columbia,32503,34,99841,2022-11-21
TD,Investment Product,Nunavut,69880,53,83527,2020-10-16
Scotiabank,Deposit Account,Manitoba,1781,65,109859,2020-08-23
RBC,Credit Product,Nunavut,23127,34,101075,2023-06-12
TD,Deposit Account,Saskatchewan,1855,27,122184,2023-07-31
Scotiabank,Deposit Account,Newfoundland and Labrador,1761,50,44634,2021-02-07
Scotiabank,Credit Product,Ontario,43978,53,99248,2025-09-17
RBC,Investment Product,Saskatchewan,94461,60,55121,2023-07-30
Scotiabank,Credit Product,Quebec,30579,25,143888,2024-05-11
RBC,Credit Product,Saskatchewan,25756,46,142532,2024-05-26
Scotiabank,Investment Product,Alberta,22546,60,87297,2021-02-01
RBC,Credit Product,Ontario,24042,34,89073,2021-03-14
Scotiabank,Deposit Account,Newfoundland and Labrador,625,64,139383,2025-10-12
Scotiabank,Deposit Account,Nunavut,1676,56,138924,2025-08-05
TD,Deposit Account,Newfoundland and Labrador,2370,54,92018,2024-08-29
RBC,Deposit Account,Saskatchewan,748,30,38753,2022-07-19
TD,Investment Product,British Columbia,90658,57,148118,2021-03-23
Scotiabank,Investment Product,Ontario,87047,55,117808,2024-02-23
RBC,Deposit Account,Manitoba,944,63,54621,2023-11-22
TD,Investment Product,Yukon,35570,38,87093,2020-07-30
RBC,Credit Product,Alberta,26546,53,35540,2025-08-25
Scotiabank,Investment Product,Nova Scotia,36334,52,141500,2021-09-06
TD,Investment Product,New Brunswick,67897,49,96167,2021-04-03
Scotiabank,Credit Product,Nunavut,28255,26,37925,2022-01-21
Scotiabank,Investment Product,Northwest Territories,80571,48,44015,2022-07-15
TD,Investment Product,New Brunswick,36078,63,111672,2023-07-02
Scotiabank,Credit Product,Manitoba,16263,65,35628,2024-10-16
TD,Investment Product,Yukon,79650,35,70028,2020-08-15
RBC,Deposit Account,Nova Scotia,1330,49,118671,2020-09-28
TD,Credit Product,Nova Scotia,38219,30,144224,2024-03-25
Scotiabank,Deposit Account,Nova Scotia,548,57,111389,2025-02-05
TD,Investment Product,New Brunswick,97640,50,141141,2024-07-11
Scotiabank,Deposit Account,New Brunswick,2479,34,90400,2024-05-25
Scotiabank,Investment Product,Quebec,84544,63,47676,2020-01-08
TD,Investment Product,Saskatchewan,44736,59,33180,2025-01-02
RBC,Credit Product,Nova Scotia,42359,54,96771,2020-04-03
RBC,Deposit Account,Nova Scotia,1472,53,42074,2025-08-05
RBC,Credit Product,Manitoba,14663,51,64648,2023-12-30
RBC,Deposit Account,Quebec,1801,27,105631,2022-05-30
Scotiabank,Investment Product,Alberta,39852,35,84173,2023-11-03
Scotiabank,Deposit Account,Northwest Territories,2029,40,119403,2023-03-23
Scotiabank,Investment Product,Quebec,65182,32,124076,2020-04-12
TD,Credit Product,Alberta,23136,29,102273,2020-08-30
TD,Deposit Account,Manitoba,1157,40,139608,2021-03-10
Scotiabank,Credit Product,Prince Edward Island,39345,61,120375,2020-04-20
TD,Investment Product,Manitoba,40102,37,57529,2020-08-09
TD,Credit Product,Saskatchewan,11540,40,57457,2024-05-04
TD,Investment Product,Prince Edward Island,86428,36,68952,2025-04-06
Scotiabank,Investment Product,Nova Scotia,57233,62,65971,2022-09-29
TD,Deposit Account,Nunavut,1095,60,101902,2023-07-22
TD,Deposit Account,Nova Scotia,563,64,101726,2020-01-11
TD,Credit Product,Manitoba,28306,36,120001,2025-06-23
RBC,Credit Product,Saskatchewan,40269,41,71047,2021-04-13
RBC,Credit Product,Alberta,32215,48,124706,2020-06-04
RBC,Investment Product,Northwest Territories,23449,36,42702,2022-11-26
Scotiabank,Investment Product,Quebec,41106,30,57471,2023-04-05
Scotiabank,Investment Product,Prince Edward Island,22776,64,43649,2022-02-21
Scotiabank,Credit Product,Northwest Territories,12558,30,77173,2023-06-30
TD,Deposit Account,Quebec,2292,59,132873,2023-01-23
RBC,Investment Product,British Columbia,86453,33,119288,2021-11-21
RBC,Deposit Account,Saskatchewan,556,28,54628,2022-08-03
Scotiabank,Credit Product,Quebec,36243,39,69831,2025-04-21
Scotiabank,Investment Product,Northwest Territories,27017,48,107807,2025-09-13
RBC,Deposit Account,Saskatchewan,1441,60,44284,2021-03-23
Scotiabank,Credit Product,Northwest Territories,49617,52,33973,2023-07-29
RBC,Investment Product,Ontario,43810,35,83534,2021-03-29
TD,Investment Product,Nunavut,26548,51,91265,2021-06-03
TD,Investment Product,Alberta,42864,58,68538,2021-04-07
Scotiabank,Investment Product,Nova Scotia,40159,53,48396,2020-03-23
RBC,Credit Product,Alberta,16454,64,71951,2023-09-30
Scotiabank,Deposit Account,Quebec,958,40,38513,2022-08-12
TD,Credit Product,Nunavut,49498,54,144038,2022-09-26
TD,Deposit Account,Manitoba,1083,35,50707,2021-08-08
RBC,Credit Product,Prince Edward Island,34761,53,38905,2022-02-06
Scotiabank,Credit Product,Ontario,12524,25,72146,2022-07-03
TD,Credit Product,Saskatchewan,18465,56,123290,2020-06-17
Scotiabank,Credit Product,Yukon,33145,26,102422,2025-08-27
Scotiabank,Credit Product,Ontario,35629,32,34798,2023-11-06
RBC,Deposit Account,Nova Scotia,1011,57,79627,2024-11-16
RBC,Credit Product,Prince Edward Island,17299,59,53584,2023-07-24
RBC,Credit Product,Prince Edward Island,29594,27,110974,2020-10-12
Scotiabank,Deposit Account,Quebec,2460,26,134800,2022-03-24
Scotiabank,Credit Product,Alberta,10005,50,148151,2020-01-25
Scotiabank,Investment Product,Ontario,53270,53,147437,2020-07-02
Scotiabank,Credit Product,Manitoba,10638,50,140936,2025-07-27
Scotiabank,Credit Product,British Columbia,31445,48,106208,2021-08-12
RBC,Credit Product,Nova Scotia,47535,51,77118,2024-05-04
Scotiabank,Investment Product,Ontario,99694,40,85832,2023-01-01
TD,Deposit Account,Northwest Territories,991,44,142035,2022-02-21
RBC,Credit Product,New Brunswick,27900,63,131746,2024-01-20
TD,Credit Product,Alberta,35589,56,114676,2025-12-01
RBC,Investment Product,British Columbia,85330,28,41892,2022-12-13
RBC,Investment Product,Manitoba,95626,30,99519,2025-09-05
Scotiabank,Investment Product,New Brunswick,57391,25,52961,2023-01-21
TD,Deposit Account,Manitoba,599,52,94944,2022-03-30
TD,Deposit Account,Yukon,1320,33,78013,2024-11-10
RBC,Investment Product,Newfoundland and Labrador,46806,42,107089,2025-10-17
RBC,Investment Product,Manitoba,58910,46,78270,2020-12-27
Scotiabank,Credit Product,Prince Edward Island,27284,42,41656,2024-01-11
TD,Deposit Account,New Brunswick,1744,62,94503,2021-03-13
RBC,Investment Product,British Columbia,51256,41,129685,2025-09-22
RBC,Credit Product,Northwest Territories,10176,40,54313,2024-08-28
TD,Credit Product,Nova Scotia,40644,47,87765,2022-12-24
RBC,Credit Product,Yukon,21381,53,70920,2025-06-10
RBC,Credit Product,Quebec,39394,53,98609,2022-05-16
Scotiabank,Credit Product,New Brunswick,31300,51,111528,2023-11-21
RBC,Credit Product,Newfoundland and Labrador,21261,41,142628,2020-08-13
RBC,Credit Product,New Brunswick,28567,26,64059,2025-04-27
TD,Credit Product,Saskatchewan,16153,31,107222,2023-12-22
TD,Deposit Account,Nova Scotia,2037,34,71167,2025-06-05
RBC,Investment Product,Saskatchewan,61972,49,120899,2024-08-28
Scotiabank,Investment Product,Prince Edward Island,37457,53,41951,2022-01-18
Scotiabank,Credit Product,Quebec,11501,58,98554,2022-10-02
TD,Deposit Account,Ontario,1602,48,85556,2023-01-28
Scotiabank,Credit Product,Alberta,48135,40,110776,2021-09-11
TD,Investment Product,Nunavut,47734,50,96605,2021-07-21
TD,Credit Product,Newfoundland and Labrador,32858,42,119520,2021-07-27
RBC,Investment Product,Northwest Territories,82630,65,116329,2022-11-18
RBC,Deposit Account,Quebec,2061,39,68734,2025-03-11
Scotiabank,Credit Product,Yukon,10144,53,122812,2022-06-30
RBC,Credit Product,Yukon,13858,65,97679,2023-11-06
Scotiabank,Deposit Account,New Brunswick,2117,44,114282,2025-12-03
Scotiabank,Investment Product,Quebec,76010,56,146208,2021-11-04
RBC,Investment Product,British Columbia,29643,65,60417,2024-03-26
RBC,Deposit Account,Nunavut,2404,40,68621,2020-12-20
TD,Deposit Account,Newfoundland and Labrador,1581,51,66922,2021-05-21
Scotiabank,Investment Product,British Columbia,88977,40,116805,2025-07-27
TD,Credit Product,Quebec,16907,55,124313,2024-06-29
Scotiabank,Investment Product,British Columbia,76178,30,95121,2021-06-12
TD,Credit Product,Saskatchewan,25747,40,145871,2023-09-28
Scotiabank,Investment Product,Alberta,69973,38,135947,2022-03-15
RBC,Credit Product,Northwest Territories,37343,59,34861,2021-05-01
TD,Investment Product,Nova Scotia,65720,63,41565,2023-01-17
RBC,Deposit Account,Saskatchewan,1248,48,73499,2021-03-20
Scotiabank,Deposit Account,Yukon,2425,28,63904,2022-06-29
RBC,Investment Product,Quebec,84710,36,57432,2021-05-21
Scotiabank,Investment Product,New Brunswick,40266,51,111660,2024-09-26
Scotiabank,Credit Product,Manitoba,40098,50,94615,2022-05-19
TD,Credit Product,Quebec,17285,31,32452,2024-12-13
RBC,Deposit Account,British Columbia,1543,62,100845,2025-12-09
RBC,Credit Product,Prince Edward Island,10182,58,59889,2022-02-05
TD,Credit Product,Nunavut,21920,45,103799,2022-07-13
TD,Investment Product,Northwest Territories,64359,65,66512,2022-03-30
Scotiabank,Investment Product,Manitoba,91745,54,99604,2022-01-29
TD,Credit Product,Northwest Territories,16528,37,93081,2020-10-25
Scotiabank,Credit Product,Alberta,36363,60,75480,2022-11-19
Scotiabank,Credit Product,New Brunswick,49338,49,65730,2022-08-26
RBC,Credit Product,Nunavut,21733,57,130945,2025-03-09
TD,Credit Product,Prince Edward Island,37789,49,132524,2025-10-13
RBC,Deposit Account,Nova Scotia,636,40,79551,2021-02-05
TD,Investment Product,New Brunswick,43843,25,72392,2023-12-10
Scotiabank,Deposit Account,Saskatchewan,920,53,128851,2021-08-19
TD,Deposit Account,Prince Edward Island,1420,43,139269,2025-11-30
RBC,Investment Product,Nova Scotia,81159,56,111596,2025-10-13
Scotiabank,Deposit Account,Saskatchewan,623,61,35388,2022-02-15
TD,Investment Product,Nunavut,82636,26,103402,2023-09-10
RBC,Deposit Account,Prince Edward Island,1724,40,79024,2021-06-21
RBC,Deposit Account,Saskatchewan,2316,64,142423,2020-02-10
TD,Credit Product,Northwest Territories,35662,33,110075,2021-11-04
Scotiabank,Deposit Account,Manitoba,502,49,66040,2022-10-17
Scotiabank,Credit Product,Alberta,38930,58,108884,2020-06-29
Scotiabank,Credit Product,Alberta,29348,53,86239,2023-04-07
TD,Investment Product,Manitoba,25817,36,146137,2022-05-12
RBC,Deposit Account,Newfoundland and Labrador,1727,34,82810,2024-07-13
RBC,Investment Product,Alberta,87078,55,139723,2023-12-23
RBC,Deposit Account,Nunavut,1467,25,75273,2022-06-17
Scotiabank,Credit Product,Prince Edward Island,21802,48,149328,2023-06-05
Scotiabank,Investment Product,British Columbia,48913,35,95084,2021-09-01
TD,Credit Product,Alberta,32096,44,95599,2022-12-08
RBC,Investment Product,New Brunswick,80567,49,75965,2022-09-23
TD,Credit Product,Manitoba,21758,55,50456,2022-10-06
RBC,Credit Product,Ontario,21716,59,59233,2021-08-16
RBC,Credit Product,Newfoundland and Labrador,19233,38,105402,2021-01-01
Scotiabank,Deposit Account,Newfoundland and Labrador,2324,37,90853,2021-03-03
RBC,Deposit Account,Ontario,1019,38,50783,2020-02-15
TD,Credit Product,British Columbia,23671,25,64148,2023-05-21
TD,Deposit Account,Prince Edward Island,1099,31,139515,2020-02-20
Scotiabank,Investment Product,Alberta,86467,39,52103,2025-08-14
TD,Credit Product,Quebec,45866,64,41434,2021-08-21
TD,Investment Product,Saskatchewan,90363,65,76954,2025-06-11
TD,Credit Product,Yukon,49635,60,41538,2021-03-23
TD,Investment Product,Newfoundland and Labrador,48659,65,83049,2021-11-26
RBC,Investment Product,Northwest Territories,92191,46,37684,2025-04-22
Scotiabank,Investment Product,Ontario,53619,26,87090,2021-04-18
TD,Investment Product,British Columbia,46731,44,135800,2023-08-31
RBC,Investment Product,British Columbia,60979,55,141908,2021-11-14
Scotiabank,Investment Product,Nova Scotia,73984,25,77761,2020-08-26
RBC,Credit Product,Northwest Territories,26780,59,89591,2020-06-08
Scotiabank,Credit Product,Alberta,34711,65,101805,2023-10-16
Scotiabank,Credit Product,Saskatchewan,48155,35,138784,2020-04-28
Scotiabank,Deposit Account,British Columbia,928,61,104774,2023-02-03
RBC,Credit Product,Nunavut,30139,64,108154,2024-06-17
TD,Deposit Account,Northwest Territories,1864,50,127844,2024-10-10
TD,Investment Product,Manitoba,35024,62,115595,2025-10-16
TD,Credit Product,Prince Edward Island,35123,47,81668,2025-09-20
RBC,Credit Product,Saskatchewan,23029,35,132472,2022-12-30
Scotiabank,Deposit Account,Alberta,2043,61,30712,2025-03-21
RBC,Credit Product,Nova Scotia,46831,41,79902,2024-09-10
TD,Deposit Account,Northwest Territories,1924,52,131416,2021-04-21
RBC,Deposit Account,Newfoundland and Labrador,1942,29,85140,2024-02-04
TD,Credit Product,Alberta,16455,52,55190,2022-05-28
TD,Credit Product,Yukon,29557,41,65958,2023-08-12
TD,Credit Product,Nunavut,15119,55,61350,2022-10-04
TD,Credit Product,British Columbia,19937,37,123855,2021-05-15
RBC,Credit Product,Northwest Territories,37220,41,75066,2020-07-04
TD,Investment Product,Alberta,90205,65,141955,2023-01-25
TD,Deposit Account,Quebec,2330,28,87828,2020-01-28
Scotiabank,Investment Product,Yukon,61996,54,128696,2022-05-18
TD,Credit Product,Prince Edward Island,49485,38,35491,2020-12-10
Scotiabank,Deposit Account,Yukon,952,44,56057,2020-01-17
TD,Investment Product,Ontario,97132,55,141928,2021-11-22
Scotiabank,Investment Product,New Brunswick,40575,51,43038,2021-08-04
TD,Deposit Account,Prince Edward Island,2274,61,58025,2025-12-05
Scotiabank,Deposit Account,Nova Scotia,2136,28,58446,2025-04-09
TD,Investment Product,Nova Scotia,72996,31,39757,2020-06-25
Scotiabank,Deposit Account,Alberta,1345,31,40910,2024-07-18
TD,Investment Product,New Brunswick,30659,33,122308,2025-08-08
TD,Investment Product,Ontario,36850,26,106840,2024-06-25
RBC,Investment Product,Alberta,71014,35,108816,2020-08-15
RBC,Investment Product,Newfoundland and Labrador,45103,29,64954,2023-03-27
TD,Deposit Account,Northwest Territories,1665,63,63550,2021-09-12
RBC,Deposit Account,Ontario,1627,49,120950,2022-02-07
Scotiabank,Deposit Account,Quebec,1826,61,44629,2023-05-16
Scotiabank,Credit Product,New Brunswick,41626,47,127985,2023-08-02
Scotiabank,Credit Product,Prince Edward Island,28002,26,122778,2025-06-29
RBC,Investment Product,Northwest Territories,28393,44,81073,2023-01-30
Scotiabank,Investment Product,Ontario,90898,33,118177,2024-06-18
Scotiabank,Deposit Account,Prince Edward Island,2283,54,45131,2023-05-15
Scotiabank,Investment Product,British Columbia,69034,38,121764,2020-01-04
